Code,Description
14715,Drainage of eye using endoscope
13031,Excision of brain using laparoscope
11760,Biopsy of knee using endoscope
16143,Biopsy of skin using stent
10950,Biopsy of pelvis using laser
90594,Therapy session - follow-up visit
14231,Excision of spine using catheter
10805,Biopsy of lungs using catheter
90514,Therapy session - routine check
11343,Excision of heart using stent
10153,Excision of heart using laser
15669,Repair of spine using laparoscope
80624,Blood test evaluation
14936,Biopsy of abdomen using stent
14254,Suturing of neck using scalpel
15913,Reconstruction of neck using laparoscope
15170,Biopsy of ear using laparoscope
80618,DNA screening evaluation
14386,Repair of neck using scalpel
90785,Consultation - preventive screening
11789,Biopsy of knee using endoscope
90731,Therapy session - preventive screening
12649,Reconstruction of arm using scalpel
80416,DNA screening evaluation
12438,Excision of heart using endoscope
10470,Repair of spine using laser
70089,Ultrasound of neck with contrast
70682,MRI scan of ear with contrast
90707,Physical exam - follow-up visit
10972,Repair of heart using laser
16032,Repair of leg using laparoscope
14771,Drainage of neck using laparoscope
13079,Suturing of knee using endoscope
16033,Suturing of liver using laparoscope
11230,Reconstruction of kidney using stent
80686,Culture test evaluation
12321,Repair of kidney using stent
80616,DNA screening evaluation
10476,Excision of heart using laser
11476,Reconstruction of neck using stent
15304,Drainage of knee using scalpel
12131,Suturing of spine using laparoscope
16291,Repair of pelvis using scalpel
10540,Suturing of knee using endoscope
11193,Biopsy of kidney using stent
81030,Tissue analysis evaluation
11736,Repair of spine using catheter
80107,Culture test evaluation
81028,Blood test evaluation
13113,Biopsy of arm using laser
14732,Biopsy of pelvis using catheter
14305,Drainage of leg using scalpel
10026,Repair of liver using laser
16208,Biopsy of pelvis using scalpel
13192,Biopsy of arm using catheter
16127,Suturing of arm using stent
14642,Reconstruction of pelvis using laser
80247,Blood test evaluation
80674,Tissue analysis evaluation
70098,Ultrasound of lungs with contrast
10485,Suturing of kidney using endoscope
14886,Repair of knee using scalpel
13094,Suturing of eye using catheter
14134,Suturing of brain using laparoscope
12372,Drainage of eye using laser
12108,Drainage of lungs using catheter
10334,Reconstruction of arm using endoscope
10292,Excision of neck using stent
10068,Drainage of lungs using laser
15871,Suturing of eye using endoscope
11614,Repair of ear using stent
10361,Biopsy of skin using endoscope
90768,Therapy session - follow-up visit
00183,Sedation for eye surgery
70780,Fluoroscopy of knee with contrast
80442,Culture test evaluation
12181,Suturing of neck using catheter
11109,Biopsy of neck using laparoscope
15508,Excision of eye using laparoscope
16497,Excision of lungs using laser
14220,Reconstruction of eye using scalpel
14824,Excision of liver using laparoscope
13191,Excision of abdomen using scalpel
11615,Repair of abdomen using laser
11717,Reconstruction of arm using catheter
12033,Biopsy of heart using catheter
00238,Local anesthesia for arm surgery
70860,Ultrasound of neck with contrast
80058,Tissue analysis evaluation
12407,Suturing of chest using endoscope
70975,X-ray of leg with contrast
16473,Biopsy of leg using laparoscope
00222,General anesthesia for neck surgery
91161,Physical exam - preventive screening
15424,Biopsy of pelvis using scalpel
14446,Biopsy of kidney using catheter
80771,DNA screening evaluation
71046,CT scan of ear with contrast
80564,Blood test evaluation
13068,Drainage of chest using stent
10685,Drainage of abdomen using laser
00182,General anesthesia for kidney surgery
80956,Culture test evaluation
13757,Suturing of skin using laser
11189,Suturing of spine using catheter
80934,Blood test evaluation
70144,Ultrasound of lungs with contrast
16024,Drainage of knee using laser
11170,Repair of neck using laparoscope
10046,Reconstruction of kidney using laparoscope
70051,MRI scan of kidney with contrast
13938,Reconstruction of liver using laser
11388,Repair of lungs using laser
12917,Biopsy of spine using laser
70739,X-ray of eye with contrast
12286,Drainage of lungs using stent
70440,CT scan of lungs with contrast
14918,Drainage of ear using catheter
70425,Ultrasound of brain with contrast
16194,Drainage of neck using stent
70332,Ultrasound of heart with contrast
12217,Suturing of leg using stent
14234,Suturing of spine using catheter
11637,Biopsy of ear using catheter
00163,Sedation for heart surgery
16445,Biopsy of pelvis using scalpel
12113,Suturing of leg using endoscope
14751,Repair of abdomen using scalpel
12991,Suturing of ear using scalpel
70568,MRI scan of lungs with contrast
15580,Drainage of liver using stent
91217,Consultation - routine check
00234,General anesthesia for kidney surgery
00261,Local anesthesia for leg surgery
14554,Suturing of chest using laser
70341,Ultrasound of eye with contrast
14265,Excision of neck using scalpel
71100,X-ray of brain with contrast
70209,CT scan of lungs with contrast
80632,Tissue analysis evaluation
13633,Repair of leg using scalpel
11808,Reconstruction of eye using endoscope
10166,Suturing of liver using endoscope
13646,Reconstruction of pelvis using stent
14447,Biopsy of kidney using stent
80622,DNA screening evaluation
10810,Repair of brain using laparoscope
70930,Ultrasound of abdomen with contrast
00281,General anesthesia for skin surgery
91026,Vaccination - routine check
70119,Fluoroscopy of leg with contrast
70194,Ultrasound of abdomen with contrast
15801,Repair of lungs using endoscope
70073,X-ray of kidney with contrast
13990,Biopsy of spine using laser
70865,MRI scan of pelvis with contrast
11757,Reconstruction of liver using scalpel
13930,Biopsy of pelvis using laser
80235,Tissue analysis evaluation
16422,Drainage of skin using laser
14768,Repair of lungs using scalpel
11655,Biopsy of spine using scalpel
15202,Biopsy of arm using laparoscope
70962,CT scan of spine with contrast
10171,Repair of heart using scalpel
13246,Excision of brain using catheter
14892,Biopsy of brain using stent
90415,Vaccination - routine check
13815,Reconstruction of knee using laparoscope
12414,Biopsy of neck using laparoscope
70065,CT scan of lungs with contrast
10534,Excision of chest using laparoscope
16624,Reconstruction of kidney using laparoscope
80707,Tissue analysis evaluation
11312,Repair of knee using scalpel
80481,Blood test evaluation
00113,General anesthesia for ear surgery
70509,Fluoroscopy of arm with contrast
14070,Repair of heart using endoscope
16654,Repair of neck using catheter
80301,Tissue analysis evaluation
14063,Repair of spine using stent
70406,Ultrasound of ear with contrast
10486,Suturing of skin using catheter
14842,Suturing of lungs using laser
16354,Repair of kidney using catheter
15618,Reconstruction of lungs using endoscope
15086,Excision of arm using laser
12233,Reconstruction of heart using laparoscope
11551,Repair of lungs using catheter
10932,Repair of pelvis using catheter
14179,Excision of pelvis using laparoscope
70233,Ultrasound of arm with contrast
13214,Suturing of knee using stent
90828,Consultation - preventive screening
15510,Suturing of liver using catheter
91107,Consultation - routine check
80056,Tissue analysis evaluation
15888,Suturing of chest using stent
14257,Reconstruction of abdomen using catheter
13622,Reconstruction of spine using endoscope
11644,Suturing of skin using laparoscope
70396,X-ray of ear with contrast
11557,Excision of abdomen using scalpel
16655,Repair of neck using endoscope
70239,CT scan of ear with contrast
10285,Repair of heart using laparoscope
14311,Excision of liver using endoscope
15733,Drainage of chest using stent
71075,MRI scan of brain with contrast
11823,Suturing of knee using catheter
70904,CT scan of abdomen with contrast
70748,CT scan of spine with contrast
11942,Suturing of leg using laser
14079,Suturing of kidney using scalpel
90456,Vaccination - follow-up visit
13814,Excision of spine using catheter
15460,Biopsy of eye using endoscope
10954,Biopsy of leg using laser
15689,Suturing of brain using laparoscope
70272,Fluoroscopy of spine with contrast
14269,Biopsy of liver using laser
10202,Repair of skin using scalpel
10217,Biopsy of arm using laser
14972,Reconstruction of kidney using endoscope
11323,Suturing of leg using scalpel
15657,Suturing of abdomen using catheter
13088,Excision of pelvis using laser
80366,Culture test evaluation
11396,Reconstruction of abdomen using catheter
11843,Reconstruction of spine using catheter
16442,Biopsy of chest using laser
11094,Repair of arm using scalpel
70817,Fluoroscopy of lungs with contrast
80350,DNA screening evaluation
70354,Ultrasound of eye with contrast
11765,Reconstruction of spine using laser
10210,Suturing of skin using catheter
10393,Repair of ear using endoscope
15278,Repair of pelvis using catheter
80292,Tissue analysis evaluation
90500,Therapy session - preventive screening
15939,Drainage of neck using stent
10829,Drainage of liver using laser
15500,Reconstruction of lungs using stent
16002,Biopsy of skin using scalpel
90883,Consultation - preventive screening
80426,Blood test evaluation
16363,Biopsy of liver using scalpel
12563,Repair of pelvis using laparoscope
11669,Repair of neck using laser
80523,DNA screening evaluation
12759,Biopsy of kidney using laparoscope
80708,Tissue analysis evaluation
80403,Blood test evaluation
11489,Suturing of leg using laparoscope
16539,Suturing of liver using endoscope
80236,Culture test evaluation
11273,Repair of spine using laparoscope
12087,Excision of spine using catheter
90953,Physical exam - routine check
11125,Suturing of skin using laparoscope
14845,Repair of pelvis using endoscope
14499,Biopsy of skin using catheter
13753,Suturing of skin using laser
11442,Excision of knee using stent
11365,Drainage of kidney using laser
80167,Blood test evaluation
11217,Biopsy of knee using scalpel
90866,Vaccination - routine check
14145,Biopsy of liver using scalpel
14856,Biopsy of eye using laparoscope
14381,Excision of neck using laser
10176,Excision of heart using laparoscope
90306,Vaccination - preventive screening
13598,Reconstruction of abdomen using laparoscope
15697,Reconstruction of eye using catheter
15234,Suturing of lungs using laparoscope
11457,Biopsy of pelvis using stent
90606,Consultation - follow-up visit
13844,Excision of skin using catheter
16285,Suturing of neck using laparoscope
14073,Biopsy of kidney using stent
70687,CT scan of neck with contrast
12814,Excision of arm using laparoscope
14428,Biopsy of knee using laparoscope
12717,Reconstruction of knee using scalpel
10419,Reconstruction of knee using stent
70578,MRI scan of leg with contrast
12781,Suturing of kidney using laparoscope
10716,Excision of lungs using endoscope
16556,Excision of heart using scalpel
80987,Culture test evaluation
13335,Drainage of eye using catheter
13832,Drainage of ear using catheter
15904,Biopsy of eye using endoscope
70993,MRI scan of skin with contrast
14162,Excision of neck using laser
12946,Drainage of knee using catheter
00170,Sedation for knee surgery
70984,X-ray of abdomen with contrast
